Brand,Model,RAM_GB,Storage_GB,Age_Months,Condition,Resale_Price
Samsung,Galaxy S26 Ultra,12,512,24,Minor Scratches,79951
Samsung,Galaxy S26 Ultra,12,512,24,Cracked Screen,43739
Samsung,Galaxy S26 Ultra,12,512,30,Flawless,84183
Samsung,Galaxy S26 Ultra,12,512,30,Minor Scratches,72006
Samsung,Galaxy S26 Ultra,12,512,30,Cracked Screen,39532
Samsung,Galaxy S26 Ultra,12,512,36,Flawless,75801
Samsung,Galaxy S26 Ultra,12,512,36,Minor Scratches,64881
Samsung,Galaxy S26 Ultra,12,512,36,Cracked Screen,35760
Samsung,Galaxy S26 Ultra,12,512,42,Flawless,68284
Samsung,Galaxy S26 Ultra,12,512,42,Minor Scratches,58491
Samsung,Galaxy S26 Ultra,12,512,42,Cracked Screen,32377
Samsung,Galaxy S26 Ultra,12,512,48,Flawless,61543
Samsung,Galaxy S26 Ultra,12,512,48,Minor Scratches,52761
Samsung,Galaxy S26 Ultra,12,512,48,Cracked Screen,29344
Samsung,Galaxy S26 Ultra,12,1024,1,Flawless,140479
Samsung,Galaxy S26 Ultra,12,1024,1,Minor Scratches,119857
Samsung,Galaxy S26 Ultra,12,1024,1,Cracked Screen,64865
Samsung,Galaxy S26 Ultra,12,1024,3,Flawless,135574
Samsung,Galaxy S26 Ultra,12,1024,3,Minor Scratches,115688
Samsung,Galaxy S26 Ultra,12,1024,3,Cracked Screen,62658
Samsung,Galaxy S26 Ultra,12,1024,6,Flawless,128543
Samsung,Galaxy S26 Ultra,12,1024,6,Minor Scratches,109711
Samsung,Galaxy S26 Ultra,12,1024,6,Cracked Screen,59494
Samsung,Galaxy S26 Ultra,12,1024,9,Flawless,121885
Samsung,Galaxy S26 Ultra,12,1024,9,Minor Scratches,104052
Samsung,Galaxy S26 Ultra,12,1024,9,Cracked Screen,56498
Samsung,Galaxy S26 Ultra,12,1024,12,Flawless,115580
Samsung,Galaxy S26 Ultra,12,1024,12,Minor Scratches,98693
Samsung,Galaxy S26 Ultra,12,1024,12,Cracked Screen,53661
Samsung,Galaxy S26 Ultra,12,1024,18,Flawless,103955
Samsung,Galaxy S26 Ultra,12,1024,18,Minor Scratches,88812
Samsung,Galaxy S26 Ultra,12,1024,18,Cracked Screen,48430
Samsung,Galaxy S26 Ultra,12,1024,24,Flawless,93531
Samsung,Galaxy S26 Ultra,12,1024,24,Minor Scratches,79951
Samsung,Galaxy S26 Ultra,12,1024,24,Cracked Screen,43739
Samsung,Galaxy S26 Ultra,12,1024,30,Flawless,84183
Samsung,Galaxy S26 Ultra,12,1024,30,Minor Scratches,72006
Samsung,Galaxy S26 Ultra,12,1024,30,Cracked Screen,39532
Samsung,Galaxy S26 Ultra,12,1024,36,Flawless,75801
Samsung,Galaxy S26 Ultra,12,1024,36,Minor Scratches,64881
Samsung,Galaxy S26 Ultra,12,1024,36,Cracked Screen,35760
Samsung,Galaxy S26 Ultra,12,1024,42,Flawless,68284
Samsung,Galaxy S26 Ultra,12,1024,42,Minor Scratches,58491
Samsung,Galaxy S26 Ultra,12,1024,42,Cracked Screen,32377
Samsung,Galaxy S26 Ultra,12,1024,48,Flawless,61543
Samsung,Galaxy S26 Ultra,12,1024,48,Minor Scratches,52761
Samsung,Galaxy S26 Ultra,12,1024,48,Cracked Screen,29344
Samsung,Galaxy S26 Ultra,16,256,1,Flawless,140479
Samsung,Galaxy S26 Ultra,16,256,1,Minor Scratches,119857
Samsung,Galaxy S26 Ultra,16,256,1,Cracked Screen,64865
Samsung,Galaxy S26 Ultra,16,256,3,Flawless,135574
Samsung,Galaxy S26 Ultra,16,256,3,Minor Scratches,115688
Samsung,Galaxy S26 Ultra,16,256,3,Cracked Screen,62658
Samsung,Galaxy S26 Ultra,16,256,6,Flawless,128543
Samsung,Galaxy S26 Ultra,16,256,6,Minor Scratches,109711
Samsung,Galaxy S26 Ultra,16,256,6,Cracked Screen,59494
Samsung,Galaxy S26 Ultra,16,256,9,Flawless,121885
Samsung,Galaxy S26 Ultra,16,256,9,Minor Scratches,104052
Samsung,Galaxy S26 Ultra,16,256,9,Cracked Screen,56498
Samsung,Galaxy S26 Ultra,16,256,12,Flawless,115580
Samsung,Galaxy S26 Ultra,16,256,12,Minor Scratches,98693
Samsung,Galaxy S26 Ultra,16,256,12,Cracked Screen,53661
Samsung,Galaxy S26 Ultra,16,256,18,Flawless,103955
Samsung,Galaxy S26 Ultra,16,256,18,Minor Scratches,88812
Samsung,Galaxy S26 Ultra,16,256,18,Cracked Screen,48430
Samsung,Galaxy S26 Ultra,16,256,24,Flawless,93531
Samsung,Galaxy S26 Ultra,16,256,24,Minor Scratches,79951
Samsung,Galaxy S26 Ultra,16,256,24,Cracked Screen,43739
Samsung,Galaxy S26 Ultra,16,256,30,Flawless,84183
Samsung,Galaxy S26 Ultra,16,256,30,Minor Scratches,72006
Samsung,Galaxy S26 Ultra,16,256,30,Cracked Screen,39532
Samsung,Galaxy S26 Ultra,16,256,36,Flawless,75801
Samsung,Galaxy S26 Ultra,16,256,36,Minor Scratches,64881
Samsung,Galaxy S26 Ultra,16,256,36,Cracked Screen,35760
Samsung,Galaxy S26 Ultra,16,256,42,Flawless,68284
Samsung,Galaxy S26 Ultra,16,256,42,Minor Scratches,58491
Samsung,Galaxy S26 Ultra,16,256,42,Cracked Screen,32377
Samsung,Galaxy S26 Ultra,16,256,48,Flawless,61543
Samsung,Galaxy S26 Ultra,16,256,48,Minor Scratches,52761
Samsung,Galaxy S26 Ultra,16,256,48,Cracked Screen,29344
Samsung,Galaxy S26 Ultra,16,512,1,Flawless,140479
Samsung,Galaxy S26 Ultra,16,512,1,Minor Scratches,119857
Samsung,Galaxy S26 Ultra,16,512,1,Cracked Screen,64865
Samsung,Galaxy S26 Ultra,16,512,3,Flawless,135574
Samsung,Galaxy S26 Ultra,16,512,3,Minor Scratches,115688
Samsung,Galaxy S26 Ultra,16,512,3,Cracked Screen,62658
Samsung,Galaxy S26 Ultra,16,512,6,Flawless,128543
Samsung,Galaxy S26 Ultra,16,512,6,Minor Scratches,109711
Samsung,Galaxy S26 Ultra,16,512,6,Cracked Screen,59494
Samsung,Galaxy S26 Ultra,16,512,9,Flawless,121885
Samsung,Galaxy S26 Ultra,16,512,9,Minor Scratches,104052
Samsung,Galaxy S26 Ultra,16,512,9,Cracked Screen,56498
Samsung,Galaxy S26 Ultra,16,512,12,Flawless,115580
Samsung,Galaxy S26 Ultra,16,512,12,Minor Scratches,98693
Samsung,Galaxy S26 Ultra,16,512,12,Cracked Screen,53661
Samsung,Galaxy S26 Ultra,16,512,18,Flawless,103955
Samsung,Galaxy S26 Ultra,16,512,18,Minor Scratches,88812
Samsung,Galaxy S26 Ultra,16,512,18,Cracked Screen,48430
Samsung,Galaxy S26 Ultra,16,512,24,Flawless,93531
Samsung,Galaxy S26 Ultra,16,512,24,Minor Scratches,79951
Samsung,Galaxy S26 Ultra,16,512,24,Cracked Screen,43739
Samsung,Galaxy S26 Ultra,16,512,30,Flawless,84183
Samsung,Galaxy S26 Ultra,16,512,30,Minor Scratches,72006
Samsung,Galaxy S26 Ultra,16,512,30,Cracked Screen,39532
Samsung,Galaxy S26 Ultra,16,512,36,Flawless,75801
Samsung,Galaxy S26 Ultra,16,512,36,Minor Scratches,64881
Samsung,Galaxy S26 Ultra,16,512,36,Cracked Screen,35760
Samsung,Galaxy S26 Ultra,16,512,42,Flawless,68284
Samsung,Galaxy S26 Ultra,16,512,42,Minor Scratches,58491
Samsung,Galaxy S26 Ultra,16,512,42,Cracked Screen,32377
Samsung,Galaxy S26 Ultra,16,512,48,Flawless,61543
Samsung,Galaxy S26 Ultra,16,512,48,Minor Scratches,52761
Samsung,Galaxy S26 Ultra,16,512,48,Cracked Screen,29344
Samsung,Galaxy S26 Ultra,16,1024,1,Flawless,140479
Samsung,Galaxy S26 Ultra,16,1024,1,Minor Scratches,119857
Samsung,Galaxy S26 Ultra,16,1024,1,Cracked Screen,64865
Samsung,Galaxy S26 Ultra,16,1024,3,Flawless,135574
Samsung,Galaxy S26 Ultra,16,1024,3,Minor Scratches,115688
Samsung,Galaxy S26 Ultra,16,1024,3,Cracked Screen,62658
Samsung,Galaxy S26 Ultra,16,1024,6,Flawless,128543
Samsung,Galaxy S26 Ultra,16,1024,6,Minor Scratches,109711
Samsung,Galaxy S26 Ultra,16,1024,6,Cracked Screen,59494
Samsung,Galaxy S26 Ultra,16,1024,9,Flawless,121885
Samsung,Galaxy S26 Ultra,16,1024,9,Minor Scratches,104052
Samsung,Galaxy S26 Ultra,16,1024,9,Cracked Screen,56498
Samsung,Galaxy S26 Ultra,16,1024,12,Flawless,115580
Samsung,Galaxy S26 Ultra,16,1024,12,Minor Scratches,98693
Samsung,Galaxy S26 Ultra,16,1024,12,Cracked Screen,53661
Samsung,Galaxy S26 Ultra,16,1024,18,Flawless,103955
Samsung,Galaxy S26 Ultra,16,1024,18,Minor Scratches,88812
Samsung,Galaxy S26 Ultra,16,1024,18,Cracked Screen,48430
Samsung,Galaxy S26 Ultra,16,1024,24,Flawless,93531
Samsung,Galaxy S26 Ultra,16,1024,24,Minor Scratches,79951
Samsung,Galaxy S26 Ultra,16,1024,24,Cracked Screen,43739
Samsung,Galaxy S26 Ultra,16,1024,30,Flawless,84183
Samsung,Galaxy S26 Ultra,16,1024,30,Minor Scratches,72006
Samsung,Galaxy S26 Ultra,16,1024,30,Cracked Screen,39532
Samsung,Galaxy S26 Ultra,16,1024,36,Flawless,75801
Samsung,Galaxy S26 Ultra,16,1024,36,Minor Scratches,64881
Samsung,Galaxy S26 Ultra,16,1024,36,Cracked Screen,35760
Samsung,Galaxy S26 Ultra,16,1024,42,Flawless,68284
Samsung,Galaxy S26 Ultra,16,1024,42,Minor Scratches,58491
Samsung,Galaxy S26 Ultra,16,1024,42,Cracked Screen,32377
Samsung,Galaxy S26 Ultra,16,1024,48,Flawless,61543
Samsung,Galaxy S26 Ultra,16,1024,48,Minor Scratches,52761
Samsung,Galaxy S26 Ultra,16,1024,48,Cracked Screen,29344
Samsung,Galaxy S26 Plus,8,128,1,Flawless,112929
Samsung,Galaxy S26 Plus,8,128,1,Minor Scratches,95989
Samsung,Galaxy S26 Plus,8,128,1,Cracked Screen,50818
Samsung,Galaxy S26 Plus,8,128,3,Flawless,108900
Samsung,Galaxy S26 Plus,8,128,3,Minor Scratches,92565
Samsung,Galaxy S26 Plus,8,128,3,Cracked Screen,49005
Samsung,Galaxy S26 Plus,8,128,6,Flawless,103124
Samsung,Galaxy S26 Plus,8,128,6,Minor Scratches,87656
Samsung,Galaxy S26 Plus,8,128,6,Cracked Screen,46406
Samsung,Galaxy S26 Plus,8,128,9,Flawless,97655
Samsung,Galaxy S26 Plus,8,128,9,Minor Scratches,83007
Samsung,Galaxy S26 Plus,8,128,9,Cracked Screen,43945
Samsung,Galaxy S26 Plus,8,128,12,Flawless,92476
Samsung,Galaxy S26 Plus,8,128,12,Minor Scratches,78605
Samsung,Galaxy S26 Plus,8,128,12,Cracked Screen,41614
Samsung,Galaxy S26 Plus,8,128,18,Flawless,82927
Samsung,Galaxy S26 Plus,8,128,18,Minor Scratches,70488
Samsung,Galaxy S26 Plus,8,128,18,Cracked Screen,37317
Samsung,Galaxy S26 Plus,8,128,24,Flawless,74365
Samsung,Galaxy S26 Plus,8,128,24,Minor Scratches,63210
Samsung,Galaxy S26 Plus,8,128,24,Cracked Screen,33464
Samsung,Galaxy S26 Plus,8,128,30,Flawless,66686
Samsung,Galaxy S26 Plus,8,128,30,Minor Scratches,56683
Samsung,Galaxy S26 Plus,8,128,30,Cracked Screen,30008
Samsung,Galaxy S26 Plus,8,128,36,Flawless,59800
Samsung,Galaxy S26 Plus,8,128,36,Minor Scratches,50830
Samsung,Galaxy S26 Plus,8,128,36,Cracked Screen,26910
Samsung,Galaxy S26 Plus,8,128,42,Flawless,53626
Samsung,Galaxy S26 Plus,8,128,42,Minor Scratches,45582
Samsung,Galaxy S26 Plus,8,128,42,Cracked Screen,24131
Samsung,Galaxy S26 Plus,8,128,48,Flawless,48088
Samsung,Galaxy S26 Plus,8,128,48,Minor Scratches,40875
Samsung,Galaxy S26 Plus,8,128,48,Cracked Screen,21640
Samsung,Galaxy S26 Plus,8,256,1,Flawless,114929
Samsung,Galaxy S26 Plus,8,256,1,Minor Scratches,97989
Samsung,Galaxy S26 Plus,8,256,1,Cracked Screen,52818
Samsung,Galaxy S26 Plus,8,256,3,Flawless,110900
Samsung,Galaxy S26 Plus,8,256,3,Minor Scratches,94565
Samsung,Galaxy S26 Plus,8,256,3,Cracked Screen,51005
Samsung,Galaxy S26 Plus,8,256,6,Flawless,105124
Samsung,Galaxy S26 Plus,8,256,6,Minor Scratches,89656
Samsung,Galaxy S26 Plus,8,256,6,Cracked Screen,48406
Samsung,Galaxy S26 Plus,8,256,9,Flawless,99655
Samsung,Galaxy S26 Plus,8,256,9,Minor Scratches,85007
Samsung,Galaxy S26 Plus,8,256,9,Cracked Screen,45945
Samsung,Galaxy S26 Plus,8,256,12,Flawless,94476
Samsung,Galaxy S26 Plus,8,256,12,Minor Scratches,80605
Samsung,Galaxy S26 Plus,8,256,12,Cracked Screen,43614
Samsung,Galaxy S26 Plus,8,256,18,Flawless,84927
Samsung,Galaxy S26 Plus,8,256,18,Minor Scratches,72488
Samsung,Galaxy S26 Plus,8,256,18,Cracked Screen,39317
Samsung,Galaxy S26 Plus,8,256,24,Flawless,76365
Samsung,Galaxy S26 Plus,8,256,24,Minor Scratches,65210
Samsung,Galaxy S26 Plus,8,256,24,Cracked Screen,35464
Samsung,Galaxy S26 Plus,8,256,30,Flawless,68686
Samsung,Galaxy S26 Plus,8,256,30,Minor Scratches,58683
Samsung,Galaxy S26 Plus,8,256,30,Cracked Screen,32008
Samsung,Galaxy S26 Plus,8,256,36,Flawless,61800
Samsung,Galaxy S26 Plus,8,256,36,Minor Scratches,52830
Samsung,Galaxy S26 Plus,8,256,36,Cracked Screen,28910
Samsung,Galaxy S26 Plus,8,256,42,Flawless,55626
Samsung,Galaxy S26 Plus,8,256,42,Minor Scratches,47582
Samsung,Galaxy S26 Plus,8,256,42,Cracked Screen,26131
Samsung,Galaxy S26 Plus,8,256,48,Flawless,50088
Samsung,Galaxy S26 Plus,8,256,48,Minor Scratches,42875
Samsung,Galaxy S26 Plus,8,256,48,Cracked Screen,23640
Samsung,Galaxy S26 Plus,8,512,1,Flawless,114929
Samsung,Galaxy S26 Plus,8,512,1,Minor Scratches,97989
Samsung,Galaxy S26 Plus,8,512,1,Cracked Screen,52818
Samsung,Galaxy S26 Plus,8,512,3,Flawless,110900
Samsung,Galaxy S26 Plus,8,512,3,Minor Scratches,94565
Samsung,Galaxy S26 Plus,8,512,3,Cracked Screen,51005
Samsung,Galaxy S26 Plus,8,512,6,Flawless,105124
Samsung,Galaxy S26 Plus,8,512,6,Minor Scratches,89656
Samsung,Galaxy S26 Plus,8,512,6,Cracked Screen,48406
Samsung,Galaxy S26 Plus,8,512,9,Flawless,99655
Samsung,Galaxy S26 Plus,8,512,9,Minor Scratches,85007
Samsung,Galaxy S26 Plus,8,512,9,Cracked Screen,45945
Samsung,Galaxy S26 Plus,8,512,12,Flawless,94476
Samsung,Galaxy S26 Plus,8,512,12,Minor Scratches,80605
Samsung,Galaxy S26 Plus,8,512,12,Cracked Screen,43614
Samsung,Galaxy S26 Plus,8,512,18,Flawless,84927
Samsung,Galaxy S26 Plus,8,512,18,Minor Scratches,72488
Samsung,Galaxy S26 Plus,8,512,18,Cracked Screen,39317
Samsung,Galaxy S26 Plus,8,512,24,Flawless,76365
Samsung,Galaxy S26 Plus,8,512,24,Minor Scratches,65210
Samsung,Galaxy S26 Plus,8,512,24,Cracked Screen,35464
Samsung,Galaxy S26 Plus,8,512,30,Flawless,68686
Samsung,Galaxy S26 Plus,8,512,30,Minor Scratches,58683
Samsung,Galaxy S26 Plus,8,512,30,Cracked Screen,32008
Samsung,Galaxy S26 Plus,8,512,36,Flawless,61800
Samsung,Galaxy S26 Plus,8,512,36,Minor Scratches,52830
Samsung,Galaxy S26 Plus,8,512,36,Cracked Screen,28910
Samsung,Galaxy S26 Plus,8,512,42,Flawless,55626
Samsung,Galaxy S26 Plus,8,512,42,Minor Scratches,47582
Samsung,Galaxy S26 Plus,8,512,42,Cracked Screen,26131
Samsung,Galaxy S26 Plus,8,512,48,Flawless,50088
Samsung,Galaxy S26 Plus,8,512,48,Minor Scratches,42875
Samsung,Galaxy S26 Plus,8,512,48,Cracked Screen,23640
Samsung,Galaxy S26 Plus,12,128,1,Flawless,113929
Samsung,Galaxy S26 Plus,12,128,1,Minor Scratches,96989
Samsung,Galaxy S26 Plus,12,128,1,Cracked Screen,51818
Samsung,Galaxy S26 Plus,12,128,3,Flawless,109900
Samsung,Galaxy S26 Plus,12,128,3,Minor Scratches,93565
Samsung,Galaxy S26 Plus,12,128,3,Cracked Screen,50005
Samsung,Galaxy S26 Plus,12,128,6,Flawless,104124
Samsung,Galaxy S26 Plus,12,128,6,Minor Scratches,88656
Samsung,Galaxy S26 Plus,12,128,6,Cracked Screen,47406
Samsung,Galaxy S26 Plus,12,128,9,Flawless,98655
Samsung,Galaxy S26 Plus,12,128,9,Minor Scratches,84007
Samsung,Galaxy S26 Plus,12,128,9,Cracked Screen,44945
Samsung,Galaxy S26 Plus,12,128,12,Flawless,93476
Samsung,Galaxy S26 Plus,12,128,12,Minor Scratches,79605
Samsung,Galaxy S26 Plus,12,128,12,Cracked Screen,42614
Samsung,Galaxy S26 Plus,12,128,18,Flawless,83927
Samsung,Galaxy S26 Plus,12,128,18,Minor Scratches,71488
Samsung,Galaxy S26 Plus,12,128,18,Cracked Screen,38317
Samsung,Galaxy S26 Plus,12,128,24,Flawless,75365
Samsung,Galaxy S26 Plus,12,128,24,Minor Scratches,64210
Samsung,Galaxy S26 Plus,12,128,24,Cracked Screen,34464
Samsung,Galaxy S26 Plus,12,128,30,Flawless,67686
Samsung,Galaxy S26 Plus,12,128,30,Minor Scratches,57683
Samsung,Galaxy S26 Plus,12,128,30,Cracked Screen,31008
Samsung,Galaxy S26 Plus,12,128,36,Flawless,60800
Samsung,Galaxy S26 Plus,12,128,36,Minor Scratches,51830
Samsung,Galaxy S26 Plus,12,128,36,Cracked Screen,27910
Samsung,Galaxy S26 Plus,12,128,42,Flawless,54626
Samsung,Galaxy S26 Plus,12,128,42,Minor Scratches,46582
Samsung,Galaxy S26 Plus,12,128,42,Cracked Screen,25131
Samsung,Galaxy S26 Plus,12,128,48,Flawless,49088
Samsung,Galaxy S26 Plus,12,128,48,Minor Scratches,41875
Samsung,Galaxy S26 Plus,12,128,48,Cracked Screen,22640
Samsung,Galaxy S26 Plus,12,256,1,Flawless,115929
Samsung,Galaxy S26 Plus,12,256,1,Minor Scratches,98989
Samsung,Galaxy S26 Plus,12,256,1,Cracked Screen,53818
Samsung,Galaxy S26 Plus,12,256,3,Flawless,111900
Samsung,Galaxy S26 Plus,12,256,3,Minor Scratches,95565
Samsung,Galaxy S26 Plus,12,256,3,Cracked Screen,52005
Samsung,Galaxy S26 Plus,12,256,6,Flawless,106124
Samsung,Galaxy S26 Plus,12,256,6,Minor Scratches,90656
Samsung,Galaxy S26 Plus,12,256,6,Cracked Screen,49406
Samsung,Galaxy S26 Plus,12,256,9,Flawless,100655
Samsung,Galaxy S26 Plus,12,256,9,Minor Scratches,86007
Samsung,Galaxy S26 Plus,12,256,9,Cracked Screen,46945
Samsung,Galaxy S26 Plus,12,256,12,Flawless,95476
Samsung,Galaxy S26 Plus,12,256,12,Minor Scratches,81605
Samsung,Galaxy S26 Plus,12,256,12,Cracked Screen,44614
Samsung,Galaxy S26 Plus,12,256,18,Flawless,85927
Samsung,Galaxy S26 Plus,12,256,18,Minor Scratches,73488
Samsung,Galaxy S26 Plus,12,256,18,Cracked Screen,40317
Samsung,Galaxy S26 Plus,12,256,24,Flawless,77365
Samsung,Galaxy S26 Plus,12,256,24,Minor Scratches,66210
Samsung,Galaxy S26 Plus,12,256,24,Cracked Screen,36464
Samsung,Galaxy S26 Plus,12,256,30,Flawless,69686
Samsung,Galaxy S26 Plus,12,256,30,Minor Scratches,59683
Samsung,Galaxy S26 Plus,12,256,30,Cracked Screen,33008
Samsung,Galaxy S26 Plus,12,256,36,Flawless,62800
Samsung,Galaxy S26 Plus,12,256,36,Minor Scratches,53830
Samsung,Galaxy S26 Plus,12,256,36,Cracked Screen,29910
Samsung,Galaxy S26 Plus,12,256,42,Flawless,56626
Samsung,Galaxy S26 Plus,12,256,42,Minor Scratches,48582
Samsung,Galaxy S26 Plus,12,256,42,Cracked Screen,27131
Samsung,Galaxy S26 Plus,12,256,48,Flawless,51088
Samsung,Galaxy S26 Plus,12,256,48,Minor Scratches,43875
Samsung,Galaxy S26 Plus,12,256,48,Cracked Screen,24640
Samsung,Galaxy S26 Plus,12,512,1,Flawless,115929
Samsung,Galaxy S26 Plus,12,512,1,Minor Scratches,98989
Samsung,Galaxy S26 Plus,12,512,1,Cracked Screen,53818
Samsung,Galaxy S26 Plus,12,512,3,Flawless,111900
Samsung,Galaxy S26 Plus,12,512,3,Minor Scratches,95565
Samsung,Galaxy S26 Plus,12,512,3,Cracked Screen,52005
Samsung,Galaxy S26 Plus,12,512,6,Flawless,106124
Samsung,Galaxy S26 Plus,12,512,6,Minor Scratches,90656
Samsung,Galaxy S26 Plus,12,512,6,Cracked Screen,49406
Samsung,Galaxy S26 Plus,12,512,9,Flawless,100655
Samsung,Galaxy S26 Plus,12,512,9,Minor Scratches,86007
Samsung,Galaxy S26 Plus,12,512,9,Cracked Screen,46945
Samsung,Galaxy S26 Plus,12,512,12,Flawless,95476
Samsung,Galaxy S26 Plus,12,512,12,Minor Scratches,81605
Samsung,Galaxy S26 Plus,12,512,12,Cracked Screen,44614
Samsung,Galaxy S26 Plus,12,512,18,Flawless,85927
Samsung,Galaxy S26 Plus,12,512,18,Minor Scratches,73488
Samsung,Galaxy S26 Plus,12,512,18,Cracked Screen,40317
Samsung,Galaxy S26 Plus,12,512,24,Flawless,77365
Samsung,Galaxy S26 Plus,12,512,24,Minor Scratches,66210
Samsung,Galaxy S26 Plus,12,512,24,Cracked Screen,36464
Samsung,Galaxy S26 Plus,12,512,30,Flawless,69686
Samsung,Galaxy S26 Plus,12,512,30,Minor Scratches,59683
Samsung,Galaxy S26 Plus,12,512,30,Cracked Screen,33008
Samsung,Galaxy S26 Plus,12,512,36,Flawless,62800
Samsung,Galaxy S26 Plus,12,512,36,Minor Scratches,53830
Samsung,Galaxy S26 Plus,12,512,36,Cracked Screen,29910
Samsung,Galaxy S26 Plus,12,512,42,Flawless,56626
Samsung,Galaxy S26 Plus,12,512,42,Minor Scratches,48582
Samsung,Galaxy S26 Plus,12,512,42,Cracked Screen,27131
Samsung,Galaxy S26 Plus,12,512,48,Flawless,51088
Samsung,Galaxy S26 Plus,12,512,48,Minor Scratches,43875
Samsung,Galaxy S26 Plus,12,512,48,Cracked Screen,24640
Samsung,Galaxy S26,6,64,1,Flawless,81505
Samsung,Galaxy S26,6,64,1,Minor Scratches,69279
Samsung,Galaxy S26,6,64,1,Cracked Screen,36677
Samsung,Galaxy S26,6,64,3,Flawless,78597
Samsung,Galaxy S26,6,64,3,Minor Scratches,66807
Samsung,Galaxy S26,6,64,3,Cracked Screen,35368
Samsung,Galaxy S26,6,64,6,Flawless,74428
Samsung,Galaxy S26,6,64,6,Minor Scratches,63264
Samsung,Galaxy S26,6,64,6,Cracked Screen,33493
Samsung,Galaxy S26,6,64,9,Flawless,70481
Samsung,Galaxy S26,6,64,9,Minor Scratches,59909
Samsung,Galaxy S26,6,64,9,Cracked Screen,31716
Samsung,Galaxy S26,6,64,12,Flawless,66743
Samsung,Galaxy S26,6,64,12,Minor Scratches,56732
Samsung,Galaxy S26,6,64,12,Cracked Screen,30034
Samsung,Galaxy S26,6,64,18,Flawless,59852
Samsung,Galaxy S26,6,64,18,Minor Scratches,50874
Samsung,Galaxy S26,6,64,18,Cracked Screen,26933
Samsung,Galaxy S26,6,64,24,Flawless,53672
Samsung,Galaxy S26,6,64,24,Minor Scratches,45621
Samsung,Galaxy S26,6,64,24,Cracked Screen,24152
Samsung,Galaxy S26,6,64,30,Flawless,48130
Samsung,Galaxy S26,6,64,30,Minor Scratches,40910
Samsung,Galaxy S26,6,64,30,Cracked Screen,21658
Samsung,Galaxy S26,6,64,36,Flawless,43160
Samsung,Galaxy S26,6,64,36,Minor Scratches,36686
Samsung,Galaxy S26,6,64,36,Cracked Screen,19422
Samsung,Galaxy S26,6,64,42,Flawless,38703
Samsung,Galaxy S26,6,64,42,Minor Scratches,32898
Samsung,Galaxy S26,6,64,42,Cracked Screen,17416
Samsung,Galaxy S26,6,64,48,Flawless,34707
Samsung,Galaxy S26,6,64,48,Minor Scratches,29501
Samsung,Galaxy S26,6,64,48,Cracked Screen,15618
Samsung,Galaxy S26,6,128,1,Flawless,81505
Samsung,Galaxy S26,6,128,1,Minor Scratches,69279
Samsung,Galaxy S26,6,128,1,Cracked Screen,36677
Samsung,Galaxy S26,6,128,3,Flawless,78597
Samsung,Galaxy S26,6,128,3,Minor Scratches,66807
Samsung,Galaxy S26,6,128,3,Cracked Screen,35368
Samsung,Galaxy S26,6,128,6,Flawless,74428
Samsung,Galaxy S26,6,128,6,Minor Scratches,63264
Samsung,Galaxy S26,6,128,6,Cracked Screen,33493
Samsung,Galaxy S26,6,128,9,Flawless,70481
Samsung,Galaxy S26,6,128,9,Minor Scratches,59909
Samsung,Galaxy S26,6,128,9,Cracked Screen,31716
Samsung,Galaxy S26,6,128,12,Flawless,66743
Samsung,Galaxy S26,6,128,12,Minor Scratches,56732
Samsung,Galaxy S26,6,128,12,Cracked Screen,30034
Samsung,Galaxy S26,6,128,18,Flawless,59852
Samsung,Galaxy S26,6,128,18,Minor Scratches,50874
Samsung,Galaxy S26,6,128,18,Cracked Screen,26933
Samsung,Galaxy S26,6,128,24,Flawless,53672
Samsung,Galaxy S26,6,128,24,Minor Scratches,45621
Samsung,Galaxy S26,6,128,24,Cracked Screen,24152
Samsung,Galaxy S26,6,128,30,Flawless,48130
Samsung,Galaxy S26,6,128,30,Minor Scratches,40910
Samsung,Galaxy S26,6,128,30,Cracked Screen,21658
Samsung,Galaxy S26,6,128,36,Flawless,43160
Samsung,Galaxy S26,6,128,36,Minor Scratches,36686
Samsung,Galaxy S26,6,128,36,Cracked Screen,19422
Samsung,Galaxy S26,6,128,42,Flawless,38703
Samsung,Galaxy S26,6,128,42,Minor Scratches,32898
Samsung,Galaxy S26,6,128,42,Cracked Screen,17416
Samsung,Galaxy S26,6,128,48,Flawless,34707
Samsung,Galaxy S26,6,128,48,Minor Scratches,29501
Samsung,Galaxy S26,6,128,48,Cracked Screen,15618
Samsung,Galaxy S26,6,256,1,Flawless,83505
Samsung,Galaxy S26,6,256,1,Minor Scratches,71279
Samsung,Galaxy S26,6,256,1,Cracked Screen,38677
Samsung,Galaxy S26,6,256,3,Flawless,80597
Samsung,Galaxy S26,6,256,3,Minor Scratches,68807
Samsung,Galaxy S26,6,256,3,Cracked Screen,37368
Samsung,Galaxy S26,6,256,6,Flawless,76428
Samsung,Galaxy S26,6,256,6,Minor Scratches,65264
Samsung,Galaxy S26,6,256,6,Cracked Screen,35493
Samsung,Galaxy S26,6,256,9,Flawless,72481
Samsung,Galaxy S26,6,256,9,Minor Scratches,61909
Samsung,Galaxy S26,6,256,9,Cracked Screen,33716
Samsung,Galaxy S26,6,256,12,Flawless,68743
Samsung,Galaxy S26,6,256,12,Minor Scratches,58732
Samsung,Galaxy S26,6,256,12,Cracked Screen,32034
Samsung,Galaxy S26,6,256,18,Flawless,61852
